ensembl_gene_id	mdomestica_homolog_ensembl_gene	neugenii_homolog_ensembl_gene	koala_transcript_id
ENSSHAG00000009958	ENSMODG00000002395	NA	Locus_110305_Transcript_21/21_Confidence_0.107_Length_3603
ENSSHAG00000009959	ENSMODG00000011697	ENSMEUG00000004371	Locus_144391_Transcript_1/1_Confidence_0.333_Length_1939
ENSSHAG00000009960	ENSMODG00000002367	ENSMEUG00000002272	Locus_4273_Transcript_16/28_Confidence_0.324_Length_5054
ENSSHAG00000009961	ENSMODG00000002502	ENSMEUG00000006439	Locus_7059_Transcript_11/15_Confidence_0.267_Length_2266
ENSSHAG00000009962	ENSMODG00000024931	NA	Locus_2698_Transcript_3/132_Confidence_0.390_Length_2481
ENSSHAG00000009963	ENSMODG00000018525	ENSMEUG00000006478	Locus_9007_Transcript_23/24_Confidence_0.185_Length_5199
ENSSHAG00000009964	ENSMODG00000008159	ENSMEUG00000005737	Locus_109014_Transcript_1/3_Confidence_0.333_Length_1496
ENSSHAG00000009965	ENSMODG00000000827	ENSMEUG00000013587	Locus_11027_Transcript_7/16_Confidence_0.375_Length_1590
ENSSHAG00000009966	ENSMODG00000007623	ENSMEUG00000010271	Locus_9897_Transcript_29/48_Confidence_0.429_Length_4750
ENSSHAG00000009968	ENSMODG00000020313	ENSMEUG00000008964	Locus_6616_Transcript_7/9_Confidence_0.750_Length_6074
ENSSHAG00000009969	ENSMODG00000018786	ENSMEUG00000014203	Locus_10940_Transcript_13/20_Confidence_0.120_Length_5159
ENSSHAG00000009970	ENSMODG00000006970	ENSMEUG00000011973	Locus_3725_Transcript_1/17_Confidence_0.077_Length_4417
ENSSHAG00000009971	ENSMODG00000007603	ENSMEUG00000009277	Locus_1342_Transcript_20/26_Confidence_0.026_Length_4092
ENSSHAG00000009972	ENSMODG00000008517	ENSMEUG00000014488	Locus_19363_Transcript_15/18_Confidence_0.360_Length_2838
ENSSHAG00000009973	ENSMODG00000013389	ENSMEUG00000016568	Locus_17563_Transcript_6/12_Confidence_0.562_Length_2734
ENSSHAG00000009975	ENSMODG00000006565	ENSMEUG00000003527	NA
ENSSHAG00000009976	ENSMODG00000025584	NA	Locus_22017_Transcript_12/65_Confidence_0.087_Length_1490
ENSSHAG00000009977	ENSMODG00000000974	ENSMEUG00000001298	Locus_1566_Transcript_29/55_Confidence_0.286_Length_6306
ENSSHAG00000009979	ENSMODG00000001679	ENSMEUG00000007794	Locus_6533_Transcript_2/21_Confidence_0.500_Length_2630
ENSSHAG00000009980	ENSMODG00000005642	ENSMEUG00000012371	Locus_39421_Transcript_3/10_Confidence_0.429_Length_723
ENSSHAG00000009981	ENSMODG00000011348	ENSMEUG00000004462	Locus_42_Transcript_9/10_Confidence_0.231_Length_2396
ENSSHAG00000009982	ENSMODG00000010418	ENSMEUG00000007432	Locus_6421_Transcript_9/15_Confidence_0.333_Length_1624
ENSSHAG00000009983	ENSMODG00000004026	ENSMEUG00000002947	Locus_10127_Transcript_4/15_Confidence_0.206_Length_1316
ENSSHAG00000009984	ENSMODG00000016891	ENSMEUG00000011550	Locus_3075_Transcript_4/12_Confidence_0.500_Length_5439
ENSSHAG00000009985	ENSMODG00000013413	ENSMEUG00000008597	Locus_13708_Transcript_1/1_Confidence_0.000_Length_2898
ENSSHAG00000009987	ENSMODG00000016179	ENSMEUG00000014333	Locus_4856_Transcript_20/22_Confidence_0.233_Length_6351
ENSSHAG00000009988	ENSMODG00000020393	ENSMEUG00000007468	NA
ENSSHAG00000009989	ENSMODG00000003136	ENSMEUG00000001307	Locus_13500_Transcript_9/11_Confidence_0.250_Length_1450
ENSSHAG00000009990	ENSMODG00000019789	ENSMEUG00000012451	Locus_91936_Transcript_1/1_Confidence_0.000_Length_1149
ENSSHAG00000009991	ENSMODG00000015514	ENSMEUG00000004389	Locus_30252_Transcript_1/3_Confidence_0.600_Length_2291
ENSSHAG00000009992	ENSMODG00000011204	ENSMEUG00000005151	NA
ENSSHAG00000009994	ENSMODG00000016685	ENSMEUG00000011173	Locus_15576_Transcript_2/11_Confidence_0.188_Length_1209
ENSSHAG00000009995	ENSMODG00000023640	ENSMEUG00000015797	NA
ENSSHAG00000009999	ENSMODG00000003076	ENSMEUG00000012180	Locus_19654_Transcript_13/26_Confidence_0.500_Length_1851
ENSSHAG00000010000	ENSMODG00000029035	NA	Locus_87063_Transcript_17/19_Confidence_0.341_Length_4979
ENSSHAG00000010003	ENSMODG00000010864	ENSMEUG00000012567	Locus_15368_Transcript_4/7_Confidence_0.429_Length_3366
ENSSHAG00000010004	ENSMODG00000006114	ENSMEUG00000001024	Locus_12501_Transcript_17/18_Confidence_0.108_Length_2717
ENSSHAG00000010007	ENSMODG00000005198	ENSMEUG00000000262	Locus_8389_Transcript_5/8_Confidence_0.879_Length_6006
ENSSHAG00000010008	ENSMODG00000023127	ENSMEUG00000010927	Locus_21361_Transcript_10/17_Confidence_0.304_Length_1135
ENSSHAG00000010009	ENSMODG00000013089	ENSMEUG00000010611	Locus_21468_Transcript_1/11_Confidence_0.389_Length_2469
ENSSHAG00000010010	ENSMODG00000014920	ENSMEUG00000014159	Locus_1658_Transcript_12/30_Confidence_0.552_Length_2498
ENSSHAG00000010012	ENSMODG00000011245	ENSMEUG00000005830	Locus_25424_Transcript_1/13_Confidence_0.294_Length_2167
ENSSHAG00000010013	ENSMODG00000002485	ENSMEUG00000012917	Locus_20635_Transcript_4/8_Confidence_0.625_Length_4719
ENSSHAG00000010014	ENSMODG00000017861	NA	Locus_73580_Transcript_1/1_Confidence_0.000_Length_834
ENSSHAG00000010015	ENSMODG00000001638	NA	Locus_7827_Transcript_12/12_Confidence_0.235_Length_9441
ENSSHAG00000010016	ENSMODG00000004468	ENSMEUG00000015933	Locus_20864_Transcript_17/43_Confidence_0.227_Length_3019
ENSSHAG00000010017	ENSMODG00000018353	ENSMEUG00000003126	Locus_3045_Transcript_13/17_Confidence_0.196_Length_2797
ENSSHAG00000010018	ENSMODG00000015723	ENSMEUG00000014992	Locus_3432_Transcript_18/43_Confidence_0.698_Length_5710
ENSSHAG00000010019	ENSMODG00000018445	ENSMEUG00000004166	Locus_15378_Transcript_11/13_Confidence_0.280_Length_2051
ENSSHAG00000010020	ENSMODG00000016621	ENSMEUG00000014636	Locus_2113_Transcript_35/40_Confidence_0.262_Length_4924
ENSSHAG00000010021	ENSMODG00000007196	ENSMEUG00000006958	Locus_5927_Transcript_3/13_Confidence_0.500_Length_3709
ENSSHAG00000010022	ENSMODG00000000957	ENSMEUG00000007900	Locus_4313_Transcript_2/5_Confidence_0.231_Length_4572
ENSSHAG00000010023	NA	ENSMEUG00000010528	Locus_71675_Transcript_1/2_Confidence_0.333_Length_2052
ENSSHAG00000010024	ENSMODG00000004965	ENSMEUG00000009608	Locus_1361_Transcript_5/11_Confidence_0.692_Length_4442
ENSSHAG00000010025	ENSMODG00000018434	ENSMEUG00000014713	NA
ENSSHAG00000010026	ENSMODG00000015330	ENSMEUG00000003170	Locus_20677_Transcript_1/18_Confidence_0.350_Length_2541
ENSSHAG00000010027	ENSMODG00000011328	ENSMEUG00000013149	Locus_3376_Transcript_3/3_Confidence_0.250_Length_3558
ENSSHAG00000010028	ENSMODG00000013292	ENSMEUG00000015432	Locus_2498_Transcript_19/28_Confidence_0.500_Length_2980
ENSSHAG00000010029	ENSMODG00000017256	ENSMEUG00000003635	Locus_6543_Transcript_4/8_Confidence_0.583_Length_2681
ENSSHAG00000010030	ENSMODG00000006517	ENSMEUG00000014540	Locus_9357_Transcript_18/29_Confidence_0.225_Length_1700
ENSSHAG00000010031	ENSMODG00000011673	NA	Locus_222_Transcript_1/4_Confidence_0.250_Length_2981
ENSSHAG00000010032	ENSMODG00000019258	ENSMEUG00000008640	Locus_9616_Transcript_6/6_Confidence_0.333_Length_3671
ENSSHAG00000010033	ENSMODG00000000549	ENSMEUG00000006008	Locus_92535_Transcript_8/15_Confidence_0.429_Length_2764
ENSSHAG00000010037	ENSMODG00000002183	NA	Locus_8101_Transcript_16/21_Confidence_0.235_Length_1441
ENSSHAG00000010038	ENSMODG00000015721	ENSMEUG00000014997	Locus_3432_Transcript_4/43_Confidence_0.226_Length_1658
ENSSHAG00000010039	ENSMODG00000001358	NA	Locus_12425_Transcript_10/18_Confidence_0.054_Length_3106
ENSSHAG00000010040	ENSMODG00000012158	ENSMEUG00000011841	Locus_63182_Transcript_1/2_Confidence_0.500_Length_1532
ENSSHAG00000010042	ENSMODG00000006110	ENSMEUG00000010458	NA
ENSSHAG00000010043	ENSMODG00000025151	NA	Locus_19068_Transcript_7/7_Confidence_0.000_Length_1771
ENSSHAG00000010044	ENSMODG00000029299	NA	Locus_10258_Transcript_4/9_Confidence_0.444_Length_1942
ENSSHAG00000010045	ENSMODG00000010622	ENSMEUG00000015804	Locus_88_Transcript_7928/16303_Confidence_0.000_Length_9242
ENSSHAG00000010046	ENSMODG00000009989	ENSMEUG00000006132	Locus_102032_Transcript_12/19_Confidence_0.302_Length_1555
ENSSHAG00000010047	ENSMODG00000003297	ENSMEUG00000011514	Locus_553_Transcript_21/38_Confidence_0.265_Length_5893
ENSSHAG00000010048	ENSMODG00000013298	ENSMEUG00000002753	Locus_9306_Transcript_17/28_Confidence_0.133_Length_3129
ENSSHAG00000010051	ENSMODG00000020124	ENSMEUG00000001593	NA
ENSSHAG00000010052	ENSMODG00000019535	ENSMEUG00000003364	Locus_2135_Transcript_5/11_Confidence_0.778_Length_7331
ENSSHAG00000010053	ENSMODG00000015176	ENSMEUG00000004042	Locus_110337_Transcript_14/17_Confidence_0.300_Length_1142
ENSSHAG00000010054	ENSMODG00000019266	ENSMEUG00000001715	Locus_6685_Transcript_10/20_Confidence_0.542_Length_6482
ENSSHAG00000010055	ENSMODG00000024025	NA	Locus_62700_Transcript_2/5_Confidence_0.667_Length_2374
ENSSHAG00000010056	ENSMODG00000018415	ENSMEUG00000005544	Locus_15712_Transcript_2/9_Confidence_0.075_Length_2239
ENSSHAG00000010057	ENSMODG00000004659	ENSMEUG00000005371	Locus_8050_Transcript_5/5_Confidence_0.000_Length_3345
ENSSHAG00000010058	ENSMODG00000014055	ENSMEUG00000013746	Locus_967_Transcript_31/50_Confidence_0.521_Length_5245
ENSSHAG00000010059	ENSMODG00000005630	NA	Locus_41907_Transcript_109/115_Confidence_0.069_Length_1645
ENSSHAG00000010060	ENSMODG00000013748	ENSMEUG00000014219	Locus_41_Transcript_18/44_Confidence_0.106_Length_5303
ENSSHAG00000010061	ENSMODG00000000575	ENSMEUG00000000743	Locus_1599_Transcript_2/10_Confidence_0.700_Length_6164
ENSSHAG00000010062	ENSMODG00000003773	ENSMEUG00000007589	Locus_9005_Transcript_1/16_Confidence_0.043_Length_2066
ENSSHAG00000010063	ENSMODG00000016823	ENSMEUG00000001612	Locus_6380_Transcript_14/21_Confidence_0.467_Length_3019
ENSSHAG00000010064	ENSMODG00000015403	ENSMEUG00000005102	Locus_27689_Transcript_2/3_Confidence_0.333_Length_2164
ENSSHAG00000010065	ENSMODG00000004092	ENSMEUG00000003567	Locus_14621_Transcript_1/4_Confidence_1.000_Length_3139
ENSSHAG00000010066	ENSMODG00000013678	ENSMEUG00000005283	Locus_4369_Transcript_4/23_Confidence_0.619_Length_6143
ENSSHAG00000010067	ENSMODG00000011079	ENSMEUG00000000429	Locus_9514_Transcript_6/33_Confidence_0.333_Length_6113
ENSSHAG00000010068	ENSMODG00000028019	NA	Locus_17769_Transcript_22/43_Confidence_0.274_Length_1946
ENSSHAG00000010069	ENSMODG00000001313	ENSMEUG00000002061	Locus_3219_Transcript_11/19_Confidence_0.318_Length_1447
ENSSHAG00000010070	ENSMODG00000014657	ENSMEUG00000007325	Locus_12823_Transcript_9/29_Confidence_0.182_Length_1764
ENSSHAG00000010071	ENSMODG00000008263	ENSMEUG00000001496	Locus_5752_Transcript_1/11_Confidence_0.750_Length_3821
ENSSHAG00000010072	ENSMODG00000020606	ENSMEUG00000015121	Locus_85408_Transcript_5/7_Confidence_0.167_Length_2014
ENSSHAG00000010073	ENSMODG00000003693	ENSMEUG00000014217	Locus_29737_Transcript_7/7_Confidence_0.385_Length_3485
ENSSHAG00000010074	ENSMODG00000018142	ENSMEUG00000006495	Locus_2418_Transcript_4/16_Confidence_0.143_Length_4126
ENSSHAG00000010076	ENSMODG00000009361	ENSMEUG00000012606	Locus_7177_Transcript_35/100_Confidence_0.044_Length_2933
ENSSHAG00000010077	ENSMODG00000021490	ENSMEUG00000011622	Locus_14013_Transcript_15/20_Confidence_0.167_Length_5395
ENSSHAG00000010078	ENSMODG00000007286	ENSMEUG00000003119	Locus_2882_Transcript_1/10_Confidence_0.500_Length_4088
ENSSHAG00000010079	ENSMODG00000000162	ENSMEUG00000016479	Locus_16175_Transcript_2/4_Confidence_0.957_Length_2777
ENSSHAG00000010080	ENSMODG00000018029	ENSMEUG00000000043	Locus_8156_Transcript_2/3_Confidence_0.200_Length_2670
ENSSHAG00000010081	ENSMODG00000022962	NA	Locus_5182_Transcript_1/4_Confidence_0.625_Length_1244
ENSSHAG00000010082	ENSMODG00000011997	ENSMEUG00000007415	Locus_87005_Transcript_1/8_Confidence_0.200_Length_2198
ENSSHAG00000010083	ENSMODG00000009854	ENSMEUG00000005713	Locus_3216_Transcript_13/28_Confidence_0.500_Length_6831
ENSSHAG00000010084	ENSMODG00000021424	ENSMEUG00000003116	Locus_10272_Transcript_5/7_Confidence_0.968_Length_4582
ENSSHAG00000010085	ENSMODG00000011124	NA	Locus_3417_Transcript_20/22_Confidence_0.297_Length_3852
ENSSHAG00000010086	ENSMODG00000013468	ENSMEUG00000009732	Locus_6090_Transcript_24/64_Confidence_0.308_Length_5997
ENSSHAG00000010087	ENSMODG00000000011	ENSMEUG00000008326	Locus_872_Transcript_1/17_Confidence_0.429_Length_5670
ENSSHAG00000010088	ENSMODG00000003192	ENSMEUG00000014447	Locus_16215_Transcript_5/15_Confidence_0.483_Length_4140
ENSSHAG00000010089	ENSMODG00000012883	ENSMEUG00000011434	Locus_1233_Transcript_36/53_Confidence_0.129_Length_2770
ENSSHAG00000010090	ENSMODG00000014611	ENSMEUG00000009030	Locus_71720_Transcript_11/11_Confidence_0.348_Length_10039
ENSSHAG00000010091	ENSMODG00000016144	ENSMEUG00000003769	NA
ENSSHAG00000010092	ENSMODG00000016560	ENSMEUG00000002023	Locus_20686_Transcript_22/55_Confidence_0.119_Length_3232
ENSSHAG00000010093	ENSMODG00000008163	ENSMEUG00000002629	NA
ENSSHAG00000010094	ENSMODG00000015717	ENSMEUG00000014154	Locus_32221_Transcript_1/28_Confidence_0.265_Length_1272
ENSSHAG00000010101	ENSMODG00000011646	ENSMEUG00000000787	Locus_14246_Transcript_2/18_Confidence_0.600_Length_2435
ENSSHAG00000010102	ENSMODG00000005055	ENSMEUG00000001152	Locus_21822_Transcript_24/28_Confidence_0.500_Length_7514
ENSSHAG00000010103	ENSMODG00000003065	ENSMEUG00000012162	Locus_14633_Transcript_36/58_Confidence_0.282_Length_2313
ENSSHAG00000010104	ENSMODG00000013789	ENSMEUG00000015560	Locus_33306_Transcript_4/5_Confidence_0.286_Length_3094
ENSSHAG00000010105	ENSMODG00000008385	ENSMEUG00000009820	Locus_9977_Transcript_27/52_Confidence_0.254_Length_1897
ENSSHAG00000010106	ENSMODG00000005270	ENSMEUG00000000453	NA
ENSSHAG00000010107	ENSMODG00000005681	ENSMEUG00000000122	Locus_5744_Transcript_45/71_Confidence_0.131_Length_7605
ENSSHAG00000010108	ENSMODG00000015612	ENSMEUG00000000846	Locus_448_Transcript_3/11_Confidence_0.455_Length_3848
ENSSHAG00000010110	ENSMODG00000001681	ENSMEUG00000015859	NA
ENSSHAG00000010112	ENSMODG00000024523	ENSMEUG00000001026	Locus_4213_Transcript_2/41_Confidence_0.571_Length_6360
ENSSHAG00000010113	ENSMODG00000011281	ENSMEUG00000005167	Locus_1787_Transcript_14/24_Confidence_0.478_Length_5327
ENSSHAG00000010114	ENSMODG00000019006	ENSMEUG00000005252	Locus_2071_Transcript_34/46_Confidence_0.357_Length_3324
ENSSHAG00000010115	ENSMODG00000014186	ENSMEUG00000007182	Locus_2211_Transcript_10/33_Confidence_0.500_Length_5692
ENSSHAG00000010116	ENSMODG00000024005	NA	Locus_2372_Transcript_2/3_Confidence_0.200_Length_1656
ENSSHAG00000010117	ENSMODG00000017858	ENSMEUG00000008635	Locus_6215_Transcript_46/69_Confidence_0.188_Length_9452
ENSSHAG00000010118	ENSMODG00000017381	ENSMEUG00000003648	Locus_2142_Transcript_18/51_Confidence_0.511_Length_3156
ENSSHAG00000010120	ENSMODG00000011742	ENSMEUG00000004066	Locus_14324_Transcript_34/43_Confidence_0.033_Length_1410
ENSSHAG00000010121	ENSMODG00000003991	ENSMEUG00000001187	Locus_14765_Transcript_10/13_Confidence_0.462_Length_5398
ENSSHAG00000010122	ENSMODG00000004646	ENSMEUG00000008017	Locus_1335_Transcript_10/12_Confidence_0.522_Length_2932
ENSSHAG00000010123	ENSMODG00000025189	ENSMEUG00000012276	NA
ENSSHAG00000010124	ENSMODG00000017305	ENSMEUG00000015814	Locus_9741_Transcript_6/9_Confidence_0.231_Length_1417
ENSSHAG00000010125	ENSMODG00000004153	ENSMEUG00000006549	Locus_17477_Transcript_10/10_Confidence_0.000_Length_9478
ENSSHAG00000010127	ENSMODG00000013300	ENSMEUG00000015411	Locus_21765_Transcript_18/33_Confidence_0.394_Length_4401
ENSSHAG00000010128	ENSMODG00000018569	ENSMEUG00000003993	Locus_37188_Transcript_10/15_Confidence_0.179_Length_3882
ENSSHAG00000010129	ENSMODG00000003869	ENSMEUG00000002083	Locus_1636_Transcript_11/21_Confidence_0.600_Length_4730
ENSSHAG00000010130	ENSMODG00000021199	ENSMEUG00000007531	Locus_7959_Transcript_3/14_Confidence_0.022_Length_2603
ENSSHAG00000010131	ENSMODG00000023965	ENSMEUG00000011416	Locus_21901_Transcript_1/2_Confidence_0.750_Length_2020
ENSSHAG00000010132	ENSMODG00000010808	ENSMEUG00000009552	Locus_21325_Transcript_7/27_Confidence_0.451_Length_3597
ENSSHAG00000010133	ENSMODG00000016799	ENSMEUG00000014390	NA
ENSSHAG00000010134	ENSMODG00000010974	ENSMEUG00000001363	Locus_34237_Transcript_29/38_Confidence_0.156_Length_2030
ENSSHAG00000010135	ENSMODG00000023126	ENSMEUG00000012069	Locus_24338_Transcript_11/17_Confidence_0.500_Length_3798
ENSSHAG00000010136	ENSMODG00000012935	ENSMEUG00000007655	Locus_31004_Transcript_10/22_Confidence_0.270_Length_8755
ENSSHAG00000010137	ENSMODG00000012142	ENSMEUG00000004109	Locus_10338_Transcript_15/23_Confidence_0.500_Length_6297
ENSSHAG00000010138	ENSMODG00000017376	ENSMEUG00000003651	Locus_2142_Transcript_18/51_Confidence_0.511_Length_3156
ENSSHAG00000010139	ENSMODG00000012367	ENSMEUG00000002541	Locus_4193_Transcript_2/25_Confidence_0.520_Length_8251
ENSSHAG00000010142	ENSMODG00000018184	ENSMEUG00000007211	Locus_137534_Transcript_2/2_Confidence_0.167_Length_1398
ENSSHAG00000010143	ENSMODG00000008139	ENSMEUG00000013371	Locus_27374_Transcript_12/27_Confidence_0.125_Length_2597
ENSSHAG00000010144	ENSMODG00000025519	NA	Locus_145243_Transcript_19/22_Confidence_0.180_Length_1878
ENSSHAG00000010145	ENSMODG00000005833	ENSMEUG00000006406	NA
ENSSHAG00000010146	ENSMODG00000001387	ENSMEUG00000007080	Locus_4180_Transcript_17/62_Confidence_0.133_Length_10881
ENSSHAG00000010147	ENSMODG00000005645	ENSMEUG00000015502	Locus_9511_Transcript_51/56_Confidence_0.118_Length_4412
ENSSHAG00000010149	ENSMODG00000028729	ENSMEUG00000003543	Locus_10962_Transcript_126/136_Confidence_0.085_Length_3946
ENSSHAG00000010150	ENSMODG00000005276	ENSMEUG00000012828	Locus_1197_Transcript_4/4_Confidence_0.000_Length_6756
ENSSHAG00000010151	ENSMODG00000018227	ENSMEUG00000003912	Locus_1625_Transcript_2/7_Confidence_0.333_Length_1954
ENSSHAG00000010152	ENSMODG00000003295	ENSMEUG00000008954	Locus_13121_Transcript_3/6_Confidence_0.286_Length_5574
ENSSHAG00000010153	ENSMODG00000028817	NA	Locus_12715_Transcript_2/3_Confidence_0.333_Length_2411
ENSSHAG00000010154	ENSMODG00000001078	ENSMEUG00000007354	Locus_2698_Transcript_119/132_Confidence_0.100_Length_6925
ENSSHAG00000010155	ENSMODG00000025643	ENSMEUG00000010313	Locus_88_Transcript_11459/16303_Confidence_0.000_Length_749
ENSSHAG00000010158	ENSMODG00000007927	ENSMEUG00000003628	Locus_11976_Transcript_1/2_Confidence_0.667_Length_8854
ENSSHAG00000010159	ENSMODG00000004464	ENSMEUG00000004311	NA
ENSSHAG00000010160	ENSMODG00000007005	ENSMEUG00000003083	Locus_2548_Transcript_13/14_Confidence_0.500_Length_7952
ENSSHAG00000010161	ENSMODG00000006275	ENSMEUG00000006437	Locus_18756_Transcript_8/14_Confidence_0.429_Length_3115
ENSSHAG00000010162	ENSMODG00000010414	ENSMEUG00000010743	Locus_1705_Transcript_23/47_Confidence_0.250_Length_4509
ENSSHAG00000010163	ENSMODG00000015713	NA	Locus_7902_Transcript_54/66_Confidence_0.149_Length_4014
ENSSHAG00000010164	ENSMODG00000002006	ENSMEUG00000004482	Locus_5712_Transcript_24/31_Confidence_0.280_Length_5892
ENSSHAG00000010165	ENSMODG00000006877	ENSMEUG00000014826	Locus_29837_Transcript_1/1_Confidence_0.000_Length_1826
ENSSHAG00000010167	ENSMODG00000008241	ENSMEUG00000011429	Locus_15997_Transcript_24/28_Confidence_0.119_Length_1693
ENSSHAG00000010168	ENSMODG00000011006	ENSMEUG00000003349	Locus_5716_Transcript_72/131_Confidence_0.025_Length_2091
ENSSHAG00000010169	ENSMODG00000002861	ENSMEUG00000009194	Locus_38311_Transcript_4/6_Confidence_0.500_Length_654
ENSSHAG00000010170	ENSMODG00000024820	ENSMEUG00000016382	NA
ENSSHAG00000010171	ENSMODG00000021319	ENSMEUG00000012719	Locus_12043_Transcript_4/7_Confidence_0.625_Length_4038
ENSSHAG00000010172	ENSMODG00000018446	ENSMEUG00000004172	Locus_11677_Transcript_4/6_Confidence_0.333_Length_5381
ENSSHAG00000010173	ENSMODG00000003649	ENSMEUG00000007646	NA
ENSSHAG00000010174	ENSMODG00000013307	ENSMEUG00000000842	Locus_9306_Transcript_13/28_Confidence_0.267_Length_3256
ENSSHAG00000010175	ENSMODG00000013672	ENSMEUG00000000305	Locus_24073_Transcript_1/8_Confidence_0.545_Length_822
ENSSHAG00000010177	ENSMODG00000009840	ENSMEUG00000012170	Locus_33942_Transcript_16/44_Confidence_0.442_Length_5024
ENSSHAG00000010178	ENSMODG00000009862	ENSMEUG00000015313	Locus_3216_Transcript_14/28_Confidence_0.500_Length_6728
ENSSHAG00000010179	ENSMODG00000018360	ENSMEUG00000010854	Locus_22557_Transcript_1/1_Confidence_0.000_Length_3189
ENSSHAG00000010181	ENSMODG00000019706	ENSMEUG00000004550	Locus_3006_Transcript_43/51_Confidence_0.015_Length_3296
ENSSHAG00000010182	ENSMODG00000008896	ENSMEUG00000010385	Locus_17035_Transcript_3/6_Confidence_0.375_Length_4503
ENSSHAG00000010183	ENSMODG00000020066	ENSMEUG00000011749	NA
ENSSHAG00000010184	ENSMODG00000020708	ENSMEUG00000009483	Locus_6187_Transcript_10/36_Confidence_0.220_Length_2044
ENSSHAG00000010185	ENSMODG00000009162	ENSMEUG00000013087	Locus_4388_Transcript_11/20_Confidence_0.189_Length_2836
ENSSHAG00000010186	ENSMODG00000000555	ENSMEUG00000013448	Locus_13399_Transcript_5/11_Confidence_0.643_Length_7170
ENSSHAG00000010187	ENSMODG00000018289	ENSMEUG00000004467	Locus_10121_Transcript_2/4_Confidence_0.500_Length_4868
ENSSHAG00000010188	ENSMODG00000023946	NA	Locus_6355_Transcript_1/21_Confidence_0.250_Length_3786
ENSSHAG00000010189	ENSMODG00000003233	ENSMEUG00000005473	Locus_11421_Transcript_3/5_Confidence_0.250_Length_2731
ENSSHAG00000010190	ENSMODG00000003898	ENSMEUG00000001239	Locus_4990_Transcript_7/13_Confidence_0.526_Length_5218
ENSSHAG00000010191	ENSMODG00000020473	NA	Locus_12947_Transcript_3/5_Confidence_0.667_Length_7865
ENSSHAG00000010192	ENSMODG00000013550	ENSMEUG00000011436	Locus_1143_Transcript_40/53_Confidence_0.128_Length_3866
ENSSHAG00000010193	ENSMODG00000024930	ENSMEUG00000004519	NA
