gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000011066	1	death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]	1	0
ENSSHAG00000004480	1	neurexophilin and PC-esterase domain family, member 4 [Source:HGNC Symbol;Acc:HGNC:23117]	1	0
ENSSHAG00000010594	1	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	0	1
ENSSHAG00000005628	2	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa [Source:HGNC Symbol;Acc:HGNC:7716]	1	1
ENSSHAG00000017260	1	LSM1, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20472]	0	1
ENSSHAG00000018038	1	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]	1	0
ENSSHAG00000010626	1	chemokine (C-C motif) receptor 7 [Source:HGNC Symbol;Acc:HGNC:1608]	0	1
ENSSHAG00000002714	1	v-rel avian reticuloendotheliosis viral oncogene homolog A [Source:HGNC Symbol;Acc:HGNC:9955]	1	0
ENSSHAG00000013932	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLR7]	0	1
ENSSHAG00000013936	2	coiled-coil domain containing 185 [Source:HGNC Symbol;Acc:HGNC:26654]	1	1
ENSSHAG00000004931	1	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]	0	1
ENSSHAG00000004930	1	charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]	1	0
ENSSHAG00000002411	1	RNA binding motif, single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]	0	1
ENSSHAG00000004935	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VR42]	1	1
ENSSHAG00000008927	1	chromosome 9 open reading frame 142 [Source:HGNC Symbol;Acc:HGNC:27849]	0	1
ENSSHAG00000008925	1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:604]	0	1
ENSSHAG00000008922	1	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Source:HGNC Symbol;Acc:HGNC:5238]	1	0
ENSSHAG00000008818	1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	0	1
ENSSHAG00000016876	1	mal, T-cell differentiation protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:13634]	1	0
ENSSHAG00000005958	1	transmembrane protease, serine 11D [Source:HGNC Symbol;Acc:HGNC:24059]	0	1
ENSSHAG00000005533	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VT51]	1	0
ENSSHAG00000018921	1	sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]	1	0
ENSSHAG00000008816	1	suppression of tumorigenicity 14 (colon carcinoma) [Source:HGNC Symbol;Acc:HGNC:11344]	1	0
ENSSHAG00000008814	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W449]	1	0
ENSSHAG00000014117	1	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]	0	1
ENSSHAG00000011474	1	potassium inwardly-rectifying channel, subfamily J, member 6 [Source:HGNC Symbol;Acc:HGNC:6267]	1	0
ENSSHAG00000014110	1	solute carrier family 22, member 31 [Source:HGNC Symbol;Acc:HGNC:27091]	0	1
ENSSHAG00000012998	1	BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]	1	0
ENSSHAG00000012990	2	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	1	1
ENSSHAG00000012996	1	eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792]	0	1
ENSSHAG00000009779	1	solute carrier family 15 (oligopeptide transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:18068]	1	0
ENSSHAG00000005754	1	interleukin 1 receptor, type I [Source:HGNC Symbol;Acc:HGNC:5993]	1	0
ENSSHAG00000005750	1	family with sequence similarity 131, member B [Source:HGNC Symbol;Acc:HGNC:22202]	1	0
ENSSHAG00000002405	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHR3]	1	0
ENSSHAG00000002151	1	DnaJ (Hsp40) homolog, subfamily C, member 27 [Source:HGNC Symbol;Acc:HGNC:30290]	0	1
ENSSHAG00000003979	1	glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]	1	0
ENSSHAG00000003972	1	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]	1	0
ENSSHAG00000014501	1	arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]	0	1
ENSSHAG00000002178	1	scavenger receptor class B, member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	1	0
ENSSHAG00000009859	1	carnosine dipeptidase 1 (metallopeptidase M20 family) [Source:HGNC Symbol;Acc:HGNC:20675]	1	0
ENSSHAG00000009854	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W7Q8]	1	1
ENSSHAG00000009856	1	non-SMC element 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29897]	0	1
ENSSHAG00000009851	1	single-pass membrane protein with coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:27407]	1	0
ENSSHAG00000009853	1	small nuclear ribonucleoprotein 25kDa (U11/U12) [Source:HGNC Symbol;Acc:HGNC:14161]	1	0
ENSSHAG00000006093	1	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]	1	0
ENSSHAG00000008861	1		0	1
ENSSHAG00000011871	2	small integral membrane protein 10 [Source:HGNC Symbol;Acc:HGNC:41913]	1	1
ENSSHAG00000011876	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WEN1]	1	0
ENSSHAG00000011877	2	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986]	1	1
ENSSHAG00000006651	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWV3]	0	1
ENSSHAG00000007871	1	coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051]	1	0
ENSSHAG00000007875	2	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]	1	1
ENSSHAG00000007874	1	oxysterol binding protein-like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	0	1
ENSSHAG00000014757	1	mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]	1	0
ENSSHAG00000003283	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKM7]	0	1
ENSSHAG00000008548	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W367]	1	0
ENSSHAG00000002974	2	kallikrein-related peptidase 8 [Source:HGNC Symbol;Acc:HGNC:6369]	1	1
ENSSHAG00000002973	1	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	0	1
ENSSHAG00000006472	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VW92]	1	0
ENSSHAG00000013397	1	single-stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]	1	0
ENSSHAG00000006271	1	interferon, lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]	1	0
ENSSHAG00000006272	2	storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]	1	1
ENSSHAG00000014336	1	Beta-galactosidase  [Source:UniProtKB/TrEMBL;Acc:G3WN50]	0	1
ENSSHAG00000017136	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXP6]	0	1
ENSSHAG00000012976	1	intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367]	1	0
ENSSHAG00000003597	1	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]	0	1
ENSSHAG00000016661	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WW19]	1	0
ENSSHAG00000007543	1	kelch-like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]	0	1
ENSSHAG00000016668	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WW28]	1	0
ENSSHAG00000009704	1	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	1	0
ENSSHAG00000009701	1	interleukin 27 receptor, alpha [Source:HGNC Symbol;Acc:HGNC:17290]	1	0
ENSSHAG00000006507	1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]	1	0
ENSSHAG00000003028	1	zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]	0	1
ENSSHAG00000009708	1	rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:20561]	1	0
ENSSHAG00000000007	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VA02]	0	1
ENSSHAG00000014241	1	lysine (K)-specific demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	1	0
ENSSHAG00000014246	1	chromosome 10 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:28678]	1	0
ENSSHAG00000014938	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQ80]	1	0
ENSSHAG00000010907	1	mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]	0	1
ENSSHAG00000000485	1	crystallin, zeta (quinone reductase) [Source:HGNC Symbol;Acc:HGNC:2419]	0	1
ENSSHAG00000013261	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJF4]	0	1
ENSSHAG00000007452	1	ribonuclease P/MRP 30kDa subunit [Source:HGNC Symbol;Acc:HGNC:17688]	0	1
ENSSHAG00000008497	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W310]	0	1
ENSSHAG00000000488	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VBJ2]	0	1
ENSSHAG00000013238	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJD0]	0	1
ENSSHAG00000009639	1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]	1	0
ENSSHAG00000008721	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W3T0]	0	1
ENSSHAG00000010289	1	polymerase (DNA directed), lambda [Source:HGNC Symbol;Acc:HGNC:9184]	0	1
ENSSHAG00000009635	2	heat shock protein, alpha-crystallin-related, B6 [Source:HGNC Symbol;Acc:HGNC:26511]	1	1
ENSSHAG00000017914	1	family with sequence similarity 214, member A [Source:HGNC Symbol;Acc:HGNC:25609]	1	0
ENSSHAG00000017918	1	mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]	1	0
ENSSHAG00000016268	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WUQ4]	1	0
ENSSHAG00000001535	1	microfibrillar-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:7034]	1	0
ENSSHAG00000017827	1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]	1	0
ENSSHAG00000017824	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X014]	0	1
ENSSHAG00000017045	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXD9]	1	0
ENSSHAG00000017044	2	atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]	1	1
ENSSHAG00000007292	2	syntabulin (syntaxin-interacting) [Source:HGNC Symbol;Acc:HGNC:26011]	1	1
ENSSHAG00000016266	1	CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:20039]	1	0
ENSSHAG00000016267	1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]	0	1
ENSSHAG00000013344	1	cytochrome P450, family 11, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2590]	0	1
ENSSHAG00000001842	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VFW7]	1	0
ENSSHAG00000016061	1	WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237]	1	0
ENSSHAG00000016062	2	villin 1 [Source:HGNC Symbol;Acc:HGNC:12690]	1	1
ENSSHAG00000011279	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCN9]	0	1
ENSSHAG00000000227	1	chemokine (C-C motif) receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]	0	1
ENSSHAG00000011270	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCM6]	1	0
ENSSHAG00000013562	1	solute carrier family 22, member 23 [Source:HGNC Symbol;Acc:HGNC:21106]	0	1
ENSSHAG00000013563	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WKG4]	0	1
ENSSHAG00000013560	1	Kazal-type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]	0	1
ENSSHAG00000001198	2	kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]	1	1
ENSSHAG00000016087	1	nucleoporin 153kDa [Source:HGNC Symbol;Acc:HGNC:8062]	1	0
ENSSHAG00000001668	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VFB9]	0	1
ENSSHAG00000016085	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WU44]	1	0
ENSSHAG00000001665	1	IWS1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25467]	0	1
ENSSHAG00000013805	1	alkaline ceramidase 1 [Source:HGNC Symbol;Acc:HGNC:18356]	1	0
ENSSHAG00000012183	1	bromodomain, testis-specific [Source:HGNC Symbol;Acc:HGNC:1105]	1	0
ENSSHAG00000013699	1	DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908]	0	1
ENSSHAG00000016408	1	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]	0	1
ENSSHAG00000018108	1	achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:740]	0	1
ENSSHAG00000013695	1	estrogen-related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]	0	1
ENSSHAG00000013165	1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1 [Source:HGNC Symbol;Acc:HGNC:11578]	1	0
ENSSHAG00000016400	1	peroxisome proliferator-activated receptor gamma, coactivator 1 beta [Source:HGNC Symbol;Acc:HGNC:30022]	1	0
ENSSHAG00000008037	1	KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:24796]	1	0
ENSSHAG00000012741	1	transmembrane protein 55A [Source:HGNC Symbol;Acc:HGNC:25452]	0	1
ENSSHAG00000009527	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W6K5]	1	0
ENSSHAG00000008150	1	interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]	0	1
ENSSHAG00000001269	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VE20]	1	1
ENSSHAG00000015699	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WST7]	1	1
ENSSHAG00000011180	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCB8]	0	1
ENSSHAG00000009462	1	pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]	1	0
ENSSHAG00000012566	2	mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]	1	1
ENSSHAG00000016887	1	transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) [Source:HGNC Symbol;Acc:HGNC:30774]	1	0
ENSSHAG00000012562	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WH10]	1	1
ENSSHAG00000016316	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WUV9]	1	1
ENSSHAG00000013767	1	chromosome 10 open reading frame 2 [Source:HGNC Symbol;Acc:HGNC:1160]	0	1
ENSSHAG00000012362	1	rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]	0	1
ENSSHAG00000012364	1	leucine rich repeat containing 36 [Source:HGNC Symbol;Acc:HGNC:25615]	1	0
ENSSHAG00000018824	1	protein kinase N3 [Source:HGNC Symbol;Acc:HGNC:17999]	0	1
ENSSHAG00000009452	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W6B2]	1	0
ENSSHAG00000018828	1	zinc finger, DHHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:19159]	0	1
ENSSHAG00000011912	2	kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]	1	1
ENSSHAG00000015329	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WRJ9]	1	0
ENSSHAG00000007955	1	cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]	1	0
ENSSHAG00000018137	2	surfactant protein C [Source:HGNC Symbol;Acc:HGNC:10802]	1	1
ENSSHAG00000015322	1	laminin, beta 2 (laminin S) [Source:HGNC Symbol;Acc:HGNC:6487]	1	0
ENSSHAG00000018629	1	RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]	1	0
ENSSHAG00000004729	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQF7]	0	1
ENSSHAG00000015212	1	ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617]	1	0
ENSSHAG00000015211	1		0	1
ENSSHAG00000018624	1		1	0
ENSSHAG00000011057	2	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) [Source:HGNC Symbol;Acc:HGNC:9801]	1	1
ENSSHAG00000010589	1	fatty acid binding protein 1, liver [Source:HGNC Symbol;Acc:HGNC:3555]	0	1
ENSSHAG00000006874	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXL8]	1	1
ENSSHAG00000006878	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXM4]	1	1
ENSSHAG00000005638	1	inhibitor of growth family, member 5 [Source:HGNC Symbol;Acc:HGNC:19421]	1	0
ENSSHAG00000013908	1	mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]	1	0
ENSSHAG00000013904	1	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:HGNC:7714]	1	0
ENSSHAG00000013905	1	cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]	0	1
ENSSHAG00000009049	1	chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:HGNC:25322]	0	1
ENSSHAG00000015030	1	fucosyltransferase 10 (alpha (1,3) fucosyltransferase) [Source:HGNC Symbol;Acc:HGNC:19234]	1	0
ENSSHAG00000015036	1	interferon, gamma [Source:HGNC Symbol;Acc:HGNC:5438]	1	0
ENSSHAG00000018006	1	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	1	0
ENSSHAG00000015035	1	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:HGNC:812]	0	1
ENSSHAG00000008937	2		1	1
ENSSHAG00000008931	2		1	1
ENSSHAG00000004909	1	Rab geranylgeranyltransferase, alpha subunit [Source:HGNC Symbol;Acc:HGNC:9795]	1	0
ENSSHAG00000008809	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W441]	1	1
ENSSHAG00000005528	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VT46]	1	0
ENSSHAG00000004341	1	solute carrier family 44 (choline transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	1	0
ENSSHAG00000005839	1	PML-RARA regulated adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:30091]	1	0
ENSSHAG00000018484	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X2C6]	1	0
ENSSHAG00000005520	2	autophagy related 4D, cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789]	1	1
ENSSHAG00000005291	1	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]	0	1
ENSSHAG00000005834	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VU48]	1	0
ENSSHAG00000018952	1	ceruloplasmin (ferroxidase) [Source:HGNC Symbol;Acc:HGNC:2295]	1	0
ENSSHAG00000018953	1	Hermansky-Pudlak syndrome 3 [Source:HGNC Symbol;Acc:HGNC:15597]	1	0
ENSSHAG00000008807	2	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]	1	1
ENSSHAG00000018951	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5EA72]	1	0
ENSSHAG00000009281	1		0	1
ENSSHAG00000009284	1	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	0	1
ENSSHAG00000009287	2	ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]	1	1
ENSSHAG00000009489	1	CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:HGNC Symbol;Acc:HGNC:24437]	1	0
ENSSHAG00000011461	1	pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]	0	1
ENSSHAG00000018583	1	ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323]	1	0
ENSSHAG00000003964	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VMV3]	1	0
ENSSHAG00000003969	1	nucleotide-binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16390]	0	1
ENSSHAG00000017554	1	epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]	0	1
ENSSHAG00000008311	1	grainyhead-like 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25839]	1	0
ENSSHAG00000012986	1	kelch-like family member 34 [Source:HGNC Symbol;Acc:HGNC:26634]	1	0
ENSSHAG00000008315	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2F4]	1	1
ENSSHAG00000009199	1	SLIT and NTRK-like family, member 5 [Source:HGNC Symbol;Acc:HGNC:20295]	1	0
ENSSHAG00000002365	1	protein phosphatase 4, regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]	0	1
ENSSHAG00000017368	1	cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:HGNC:1959]	0	1
ENSSHAG00000008317	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2F6]	0	1
ENSSHAG00000007906	1		0	1
ENSSHAG00000010121	1	contactin 3 (plasmacytoma associated) [Source:HGNC Symbol;Acc:HGNC:2173]	0	1
ENSSHAG00000010120	1	deleted in primary ciliary dyskinesia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:24542]	0	1
ENSSHAG00000010027	1	hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]	0	1
ENSSHAG00000010025	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W8B5]	1	1
ENSSHAG00000014793	1	perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]	1	0
ENSSHAG00000010029	1	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]	0	1
ENSSHAG00000011998	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WF27]	1	1
ENSSHAG00000003500	1	acetylserotonin O-methyltransferase-like [Source:HGNC Symbol;Acc:HGNC:751]	0	1
ENSSHAG00000003365	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKW5]	1	1
ENSSHAG00000006085	1	RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]	0	1
ENSSHAG00000009998	1	MHC class II regulatory factor RFX1  [Source:UniProtKB/Swiss-Prot;Acc:P22670]	1	0
ENSSHAG00000002508	1	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]	0	1
ENSSHAG00000002507	2	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]	1	1
ENSSHAG00000011865	1	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28954]	0	1
ENSSHAG00000001794	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VFR3]	0	1
ENSSHAG00000011867	1	solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5 [Source:HGNC Symbol;Acc:HGNC:11078]	1	0
ENSSHAG00000006088	2	cytochrome P450, family 4, subfamily V, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:23198]	1	1
ENSSHAG00000014038	1	dihydropyrimidinase-like 3 [Source:HGNC Symbol;Acc:HGNC:3015]	0	1
ENSSHAG00000007848	1	maestro [Source:HGNC Symbol;Acc:HGNC:24121]	1	0
ENSSHAG00000011513	1	myopalladin [Source:HGNC Symbol;Acc:HGNC:23246]	1	0
ENSSHAG00000014032	1	family with sequence similarity 134, member C [Source:HGNC Symbol;Acc:HGNC:27258]	1	0
ENSSHAG00000007840	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W0U7]	1	0
ENSSHAG00000014741	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WPJ5]	0	1
ENSSHAG00000017698	1	Ras association (RalGDS/AF-6) domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]	1	0
ENSSHAG00000003298	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VKP3]	0	1
ENSSHAG00000016783	1	lysyl oxidase-like 3 [Source:HGNC Symbol;Acc:HGNC:13869]	0	1
ENSSHAG00000004881	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQY2]	0	1
ENSSHAG00000003101	1	YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721]	1	0
ENSSHAG00000006462	1	growth factor independent 1B transcription repressor [Source:HGNC Symbol;Acc:HGNC:4238]	0	1
ENSSHAG00000006269	2	inositol 1,4,5-trisphosphate receptor, type 3 [Source:HGNC Symbol;Acc:HGNC:6182]	1	1
ENSSHAG00000006268	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVK9]	1	0
ENSSHAG00000014324	1	plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]	1	0
ENSSHAG00000003565	1	fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]	1	0
ENSSHAG00000014326	1	solute carrier family 7, member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	1	0
ENSSHAG00000006267	1	mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854]	0	1
ENSSHAG00000014631	1	olfactory receptor, family 8, subfamily A, member 1 [Source:HGNC Symbol;Acc:HGNC:8469]	1	0
ENSSHAG00000010339	1	selectin L [Source:HGNC Symbol;Acc:HGNC:10720]	1	0
ENSSHAG00000012965	1	DnaJ (Hsp40) homolog, subfamily C, member 12 [Source:HGNC Symbol;Acc:HGNC:28908]	1	0
ENSSHAG00000012964	1	Rho/Rac guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:HGNC:682]	1	0
ENSSHAG00000014635	1	3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908]	1	0
